Duration,Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,total_score,Dot_ratio,current_score,response_4.keys,response_4.corr,response_4.rt,key_skip_4.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,1,0,4,1,,,,,,,,,,,,278.3623324,279.38743680000016,1.0251044000001457,left,0,0.9990149000000201,None,17,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,1,1,5,0,,,,,,,,,,,,283.2756436999998,284.37080749999996,1.0951638000001367,left,0,1.0693780999999944,None,15,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,1,2,6,3,,,,,,,,,,,,288.27537570000004,289.15440660000013,0.8790309000000889,left,1,0.8537426999996569,None,16,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,1,3,7,2,,,,,,,,,,,,293.0657006000001,293.88764170000013,0.8219411000000036,left,1,0.7904687999998714,None,17,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,0,0,0,1,,,,,,,,297.8187425000001,298.63760379999985,0.8188612999997531,,,,,18,51:49,1,right,1,0.7990563999996994,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,0,1,1,2,,,,,,,,302.54139570000007,303.6549298,1.1135340999999244,,,,,19,51:49,1,left,1,1.0831115999999383,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,0,2,2,0,,,,,,,,307.5951749000001,308.8041025000002,1.2089276000001519,,,,,17,51:49,-2,left,0,1.1815652999998747,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,0,3,3,3,,,,,,,,312.7520463999999,313.82115870000007,1.0691123000001426,,,,,18,51:49,1,left,1,1.0487865000000056,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,1,0,4,1,,,,,,,,317.7483302999999,318.38755059999994,0.6392203000000336,,,,,19,51:49,1,right,1,0.6126308000002609,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,1,1,5,2,,,,,,,,322.3188258,323.15433759999996,0.8355117999999493,,,,,20,51:49,1,left,1,0.8031751999997141,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,1,2,6,3,,,,,,,,327.1080078,328.1209622000001,1.012954400000126,,,,,21,51:49,1,left,1,0.9803289999999834,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,1,3,7,0,,,,,,,,332.0599235999998,332.90418279999994,0.8442592000001241,,,,,22,51:49,1,right,1,0.8123372000000018,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,3,0,3,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2840831000003,339.2840831000003,339.2840831000003,339.2840831000003,space,1.7680676999998468,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,0,0,0,1,,,,,,,,,,,,338.6322209,339.75427549999995,1.1220545999999558,right,1,1.1048310000001038,None,23,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,0,1,1,3,,,,,,,,,,,,343.6632103000002,344.4378385,0.7746281999998246,left,1,0.7460450999997192,None,24,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,0,2,2,2,,,,,,,,,,,,348.35820950000016,349.0209447000002,0.6627352000000428,left,1,0.6430626999995184,None,25,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,0,3,3,0,,,,,,,,,,,,352.90871389999984,354.1710002,1.2622863000001416,right,1,1.245072899999741,None,26,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,1,0,4,3,,,,,,,,,,,,358.05743399999983,358.7544240000002,0.696990000000369,left,1,0.6643810999999005,None,27,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,1,1,5,1,,,,,,,,,,,,362.6582930999998,363.4377196999999,0.7794266000000789,right,1,0.7508280999995804,None,28,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,1,2,6,2,,,,,,,,,,,,367.33666589999984,367.9378968000001,0.601230900000246,left,1,0.5771203999997851,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,1,3,7,0,,,,,,,,,,,,371.8684162999998,372.55445499999996,0.6860387000001538,right,1,0.6688868000001094,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,0,0,0,0,,,,,,,,376.4972278,377.4209274,0.9236995999999635,,,,,28,51:49,-2,left,0,0.9044370000001436,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,0,1,1,3,,,,,,,,381.33186060000025,381.98772039999994,0.6558597999996891,,,,,26,51:49,-2,right,0,0.6297612999997,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,0,2,2,2,,,,,,,,385.89390760000015,386.7543593999999,0.860451799999737,,,,,27,51:49,1,left,1,0.8364768000001277,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,0,3,3,1,,,,,,,,390.66467439999997,391.5542501,0.8895757000000231,,,,,25,51:49,-2,left,0,0.8570562999998401,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,1,0,4,3,,,,,,,,395.4898444999999,396.55442059999996,1.0645761000000675,,,,,26,51:49,1,left,1,1.0399180999997952,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,1,1,5,1,,,,,,,,400.4478743999998,401.2383298999998,0.7904555000000073,,,,,27,51:49,1,right,1,0.7693341999997756,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,1,2,6,2,,,,,,,,405.1675989999999,406.12144960000023,0.9538506000003508,,,,,28,51:49,1,left,1,0.9208126999997148,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,1,3,7,0,,,,,,,,410.0303136000002,410.87120760000016,0.8408939999999347,,,,,29,51:49,1,right,1,0.8187276999997266,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,4,0,4,0,0,0,0,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.2560333000001,417.2560333000001,417.2560333000001,417.2560333000001,space,2.012275900000077,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,416.87617790000013,417.62162149999995,0.7454435999998168,left,0,0.7263671999999133,None,27,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,0,1,1,3,,,,,,,,,,,,421.54011679999985,422.2546861999999,0.7145694000000731,left,1,0.6936960000002728,None,28,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,0,2,2,1,,,,,,,,,,,,426.2296703000002,427.00463260000015,0.7749622999999701,right,1,0.7556276999998772,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,0,3,3,2,,,,,,,,,,,,430.91519659999994,431.6213527,0.7061561000000438,left,1,0.6853188000000046,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,1,0,4,0,,,,,,,,,,,,435.5096738000002,436.1546619999999,0.644988199999716,left,0,0.6121300999998311,None,28,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,1,1,5,2,,,,,,,,,,,,440.06688940000004,441.10443190000024,1.0375425000001997,left,1,1.0139515999999276,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,1,2,6,1,,,,,,,,,,,,445.0329707000001,445.72142080000003,0.6884500999999545,right,1,0.6719214999998258,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,1,3,7,3,,,,,,,,,,,,449.64515530000017,450.25481260000015,0.6096572999999808,left,1,0.58106110000017,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,0,0,0,2,,,,,,,,454.17671280000013,455.2546532000001,1.0779403999999886,,,,,32,51:49,1,left,1,1.0567552999996224,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,0,1,1,3,,,,,,,,459.18093850000014,460.1378687000001,0.956930199999988,,,,,33,51:49,1,left,1,0.9328937999998743,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,0,2,2,0,,,,,,,,464.0968892000001,465.0212845000001,0.9243953000000147,,,,,31,51:49,-2,left,0,0.8953651000001628,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,0,3,3,1,,,,,,,,468.9266914,469.65442970000004,0.7277383000000555,,,,,32,51:49,1,right,1,0.6977170999998634,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,1,0,4,2,,,,,,,,473.57038349999993,474.5046575000001,0.9342740000001868,,,,,30,51:49,-2,right,0,0.9109517000001688,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,1,1,5,0,,,,,,,,478.3986617999999,479.48777150000024,1.0891097000003356,,,,,28,51:49,-2,left,0,1.0665205999998761,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,1,2,6,1,,,,,,,,483.4153169000001,484.1879686000002,0.7726517000000968,,,,,26,51:49,-2,left,0,0.7457617999998547,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,1,3,7,3,,,,,,,,488.13901609999994,489.1378255999998,0.9988094999998793,,,,,27,51:49,1,left,1,0.9818748999996387,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,5,0,5,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.5172327,495.5172327,495.5172327,495.5172327,space,1.7589979999997922,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,494.84085060000007,496.03789510000024,1.1970445000001746,right,1,1.1683056999995642,None,28,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,0,1,1,3,,,,,,,,,,,,499.95731920000026,500.67167310000013,0.7143538999998782,left,1,0.6830887999994957,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,504.6224271000001,505.6552121999998,1.0327850999997281,right,1,1.0024739000000409,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,509.57456060000004,510.42172600000004,0.8471653999999944,left,1,0.8183483999996497,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,1,0,4,2,,,,,,,,,,,,514.3315643999999,515.5047966000002,1.1732322000002569,right,0,1.1407737999998062,None,29,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,1,1,5,1,,,,,,,,,,,,519.449384,520.3380791,0.8886950999999499,left,0,0.8567643999999746,None,27,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,1,2,6,3,,,,,,,,,,,,524.2808912,524.9550480000003,0.6741568000002189,left,1,0.6483420999998089,None,28,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,1,3,7,0,,,,,,,,,,,,528.8936463,529.6213941999999,0.7277478999999403,right,1,0.6991971999996167,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,3,,,,,,,,533.5479368000001,534.1882242000001,0.6402874000000338,,,,,30,51:49,1,left,1,0.6238798999997925,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,0,1,1,1,,,,,,,,538.0809356999998,539.1045758,1.0236401000001933,,,,,31,51:49,1,right,1,1.0002426999999443,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,0,2,2,0,,,,,,,,543.0012043000002,544.0212855,1.0200811999998223,,,,,29,51:49,-2,left,0,0.9999033999997664,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,0,3,3,2,,,,,,,,547.9228434000001,549.3048303999999,1.3819869999997536,,,,,30,51:49,1,left,1,1.34984489999988,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
